avatar,player_id,@id,url,name,username,title,followers,country,location,last_online,joined,status,is_streamer,verified,league,streaming_platforms
https://images.chesscomfiles.com/uploads/v1/user/3889224.121e2094.200x200o.361c2f8a59c2.jpg,3889224,https://api.chess.com/pub/player/magnuscarlsen,https://www.chess.com/member/MagnusCarlsen,Magnus Carlsen,magnuscarlsen,GM,294876,https://api.chess.com/pub/country/NO,Norway,1778223640,1282856720,premium,False,False,Champion,[]
