chess_daily.last.rating,chess_daily.last.date,chess_daily.last.rd,chess_daily.best.rating,chess_daily.best.date,chess_daily.best.game,chess_daily.record.win,chess_daily.record.loss,chess_daily.record.draw,chess_daily.record.time_per_move,chess_daily.record.timeout_percent,chess_rapid.last.rating,chess_rapid.last.date,chess_rapid.last.rd,chess_rapid.best.rating,chess_rapid.best.date,chess_rapid.best.game,chess_rapid.record.win,chess_rapid.record.loss,chess_rapid.record.draw,chess_bullet.last.rating,chess_bullet.last.date,chess_bullet.last.rd,chess_bullet.best.rating,chess_bullet.best.date,chess_bullet.best.game,chess_bullet.record.win,chess_bullet.record.loss,chess_bullet.record.draw,chess_blitz.last.rating,chess_blitz.last.date,chess_blitz.last.rd,chess_blitz.best.rating,chess_blitz.best.date,chess_blitz.best.game,chess_blitz.record.win,chess_blitz.record.loss,chess_blitz.record.draw,tactics.highest.rating,tactics.highest.date,tactics.lowest.rating,tactics.lowest.date,puzzle_rush.best.total_attempts,puzzle_rush.best.score,puzzle_rush.daily.total_attempts,puzzle_rush.daily.score
712,1773380333,129,1041,1607205002,https://www.chess.com/game/daily/624828741,34,39,0,28055,100,442,1763767918,131,681,1689277976,https://www.chess.com/game/live/5861653152,325,310,18,633,1763467049,42,817,1759314932,https://www.chess.com/game/live/143771439154,227,219,9,640,1778148024,32,899,1755798961,https://www.chess.com/game/live/142173897794,9588,9579,641,1601,1757487985,1448,1774264182,37,34,32,29
